site_code,year,biomass_date,first_treatment_date,X365day.trt,drought_trt,fake_bioDat,trt,block,plot,subplot,ppt_num_NA_ghcn,ppt_num_NA_sub,ppt_num_wc_interp_sub,ppt_num_NA_chirps,ppt_ghcn,ppt_sub,ppt_chirps,num_drought_days,ppt,ppt_source,SiteSurvey,Years.DrtTrt,ANPP,ANPP.units,Can.We.Convert.StandingBio.to.ANPP,How.Calc.ANPP.from.StandBio,IfNot365.WhenShelterRemove,IfNot365.WhenShelterSet,annual_ppt_used
allmendb.ch,2016,2016-09-14,2016-03-01,Yes,0.32,FALSE,Drought,1,4,A,108,108,NA,0,677,959.4,1374.7563158869743,0,1374.7563158869743,chirps,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2016,2016-09-14,2016-03-01,Yes,0.32,FALSE,Drought,1,5,A,108,108,NA,0,677,959.4,1374.7563158869743,0,1374.7563158869743,chirps,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2017,2017-10-04,2016-03-01,Yes,0.32,FALSE,Control,1,2,A,0,0,1,0,805.1,962.0333333333333,1107.1566157341003,0,962.0333333333333,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2017,2017-10-04,2016-03-01,Yes,0.32,FALSE,Control,1,3,A,0,0,1,0,805.1,962.0333333333333,1107.1566157341003,0,962.0333333333333,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2017,2017-10-04,2016-03-01,Yes,0.32,FALSE,Control,1,6,A,0,0,1,0,805.1,962.0333333333333,1107.1566157341003,0,962.0333333333333,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2017,2017-10-04,2016-03-01,Yes,0.32,FALSE,Drought,1,1,A,0,0,1,0,805.1,962.0333333333333,1107.1566157341003,0,962.0333333333333,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2017,2017-10-04,2016-03-01,Yes,0.32,FALSE,Drought,1,4,A,0,0,1,0,805.1,962.0333333333333,1107.1566157341003,0,962.0333333333333,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2017,2017-10-04,2016-03-01,Yes,0.32,FALSE,Drought,1,5,A,0,0,1,0,805.1,962.0333333333333,1107.1566157341003,0,962.0333333333333,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2018,2018-10-04,2016-03-01,Yes,0.32,FALSE,Control,1,2,A,0,0,0,0,924,1075.1,1110.8052968978882,217,1075.1,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2018,2018-10-04,2016-03-01,Yes,0.32,FALSE,Control,1,3,A,0,0,0,0,924,1075.1,1110.8052968978882,217,1075.1,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2018,2018-10-04,2016-03-01,Yes,0.32,FALSE,Control,1,6,A,0,0,0,0,924,1075.1,1110.8052968978882,217,1075.1,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2018,2018-10-04,2016-03-01,Yes,0.32,FALSE,Drought,1,1,A,0,0,0,0,717.088,814.6519999999999,857.2916794967651,217,814.6519999999999,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2018,2018-10-04,2016-03-01,Yes,0.32,FALSE,Drought,1,4,A,0,0,0,0,717.088,814.6519999999999,857.2916794967651,217,814.6519999999999,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2018,2018-10-04,2016-03-01,Yes,0.32,FALSE,Drought,1,5,A,0,0,0,0,717.088,814.6519999999999,857.2916794967651,217,814.6519999999999,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2019,2019-10-24,2016-03-01,Yes,0.32,FALSE,Control,1,2,A,0,0,0,0,619.9,809.3,942.0896897315979,365,809.3,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2019,2019-10-24,2016-03-01,Yes,0.32,FALSE,Control,1,3,A,0,0,0,0,619.9,809.3,942.0896897315979,365,809.3,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2019,2019-10-26,2016-03-01,Yes,0.32,FALSE,Control,1,6,A,0,0,0,0,573.3,784.9,919.3842053413391,365,784.9,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2019,2019-10-24,2016-03-01,Yes,0.32,FALSE,Drought,1,1,A,0,0,0,0,421.532,550.324,640.6209890174865,365,550.324,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2019,2019-10-24,2016-03-01,Yes,0.32,FALSE,Drought,1,4,A,0,0,0,0,421.532,550.324,640.6209890174865,365,550.324,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendb.ch,2019,2019-10-26,2016-03-01,Yes,0.32,FALSE,Drought,1,5,A,0,0,0,0,389.844,533.732,625.1812596321105,365,533.732,submitted,Allmend Brachy,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2011,2011-09-25,2016-03-01,Yes,0.33,TRUE,Control,NA,NA,NA,365,365,NA,0,NA,NA,1058.1640236377716,0,1058.1640236377716,chirps,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
allmendo.ch,2011,2011-09-25,2016-03-01,Yes,0.33,TRUE,Drought,NA,NA,NA,365,365,NA,0,NA,NA,1058.1640236377716,0,1058.1640236377716,chirps,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
allmendo.ch,2012,2012-09-25,2016-03-01,Yes,0.33,TRUE,Control,NA,NA,NA,365,365,NA,0,NA,NA,1099.2464442253113,0,1099.2464442253113,chirps,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
allmendo.ch,2012,2012-09-25,2016-03-01,Yes,0.33,TRUE,Drought,NA,NA,NA,365,365,NA,0,NA,NA,1099.2464442253113,0,1099.2464442253113,chirps,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
allmendo.ch,2013,2013-09-25,2016-03-01,Yes,0.33,TRUE,Control,NA,NA,NA,365,365,NA,0,NA,NA,932.0191435813904,0,932.0191435813904,chirps,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
allmendo.ch,2013,2013-09-25,2016-03-01,Yes,0.33,TRUE,Drought,NA,NA,NA,365,365,NA,0,NA,NA,932.0191435813904,0,932.0191435813904,chirps,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
allmendo.ch,2014,2014-09-25,2016-03-01,Yes,0.33,TRUE,Control,NA,NA,NA,365,365,NA,0,NA,NA,1076.3677270412445,0,1076.3677270412445,chirps,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
allmendo.ch,2014,2014-09-25,2016-03-01,Yes,0.33,TRUE,Drought,NA,NA,NA,365,365,NA,0,NA,NA,1076.3677270412445,0,1076.3677270412445,chirps,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
allmendo.ch,2015,2015-09-25,2016-03-01,Yes,0.33,FALSE,Control,1,1,A,365,365,NA,0,NA,NA,1241.3059542179108,0,1241.3059542179108,chirps,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2015,2015-09-25,2016-03-01,Yes,0.33,FALSE,Control,1,3,A,365,365,NA,0,NA,NA,1241.3059542179108,0,1241.3059542179108,chirps,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2015,2015-09-25,2016-03-01,Yes,0.33,FALSE,Control,1,5,A,365,365,NA,0,NA,NA,1241.3059542179108,0,1241.3059542179108,chirps,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2015,2015-09-25,2016-03-01,Yes,0.33,FALSE,Drought,1,2,A,365,365,NA,0,NA,NA,1241.3059542179108,0,1241.3059542179108,chirps,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2015,2015-09-25,2016-03-01,Yes,0.33,FALSE,Drought,1,4,A,365,365,NA,0,NA,NA,1241.3059542179108,0,1241.3059542179108,chirps,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2015,2015-09-25,2016-03-01,Yes,0.33,FALSE,Drought,1,6,A,365,365,NA,0,NA,NA,1241.3059542179108,0,1241.3059542179108,chirps,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2016,2016-09-14,2016-03-01,Yes,0.33,FALSE,Control,1,1,A,108,108,NA,0,677,959.4,1374.7563158869743,0,1374.7563158869743,chirps,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2016,2016-09-14,2016-03-01,Yes,0.33,FALSE,Control,1,3,A,108,108,NA,0,677,959.4,1374.7563158869743,0,1374.7563158869743,chirps,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2016,2016-09-14,2016-03-01,Yes,0.33,FALSE,Control,1,5,A,108,108,NA,0,677,959.4,1374.7563158869743,0,1374.7563158869743,chirps,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2016,2016-09-14,2016-03-01,Yes,0.33,FALSE,Drought,1,2,A,108,108,NA,0,677,959.4,1374.7563158869743,0,1374.7563158869743,chirps,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2016,2016-09-14,2016-03-01,Yes,0.33,FALSE,Drought,1,4,A,108,108,NA,0,677,959.4,1374.7563158869743,0,1374.7563158869743,chirps,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2016,2016-09-14,2016-03-01,Yes,0.33,FALSE,Drought,1,6,A,108,108,NA,0,677,959.4,1374.7563158869743,0,1374.7563158869743,chirps,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2017,2017-10-04,2016-03-01,Yes,0.33,FALSE,Control,1,1,A,0,0,1,0,805.1,962.0333333333333,1107.1566157341003,0,962.0333333333333,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2017,2017-10-04,2016-03-01,Yes,0.33,FALSE,Control,1,3,A,0,0,1,0,805.1,962.0333333333333,1107.1566157341003,0,962.0333333333333,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2017,2017-10-04,2016-03-01,Yes,0.33,FALSE,Control,1,5,A,0,0,1,0,805.1,962.0333333333333,1107.1566157341003,0,962.0333333333333,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2017,2017-10-04,2016-03-01,Yes,0.33,FALSE,Drought,1,2,A,0,0,1,0,805.1,962.0333333333333,1107.1566157341003,0,962.0333333333333,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2017,2017-10-04,2016-03-01,Yes,0.33,FALSE,Drought,1,4,A,0,0,1,0,805.1,962.0333333333333,1107.1566157341003,0,962.0333333333333,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2017,2017-10-04,2016-03-01,Yes,0.33,FALSE,Drought,1,6,A,0,0,1,0,805.1,962.0333333333333,1107.1566157341003,0,962.0333333333333,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2018,2018-10-04,2016-03-01,Yes,0.33,FALSE,Control,1,1,A,0,0,0,0,924,1075.1,1110.8052968978882,217,1075.1,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2018,2018-10-22,2016-03-01,Yes,0.33,FALSE,Control,1,3,A,0,0,0,0,925.2,1072.6,1150.8097314834595,235,1072.6,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2018,2018-10-22,2016-03-01,Yes,0.33,FALSE,Control,1,5,A,0,0,0,0,925.2,1072.6,1150.8097314834595,235,1072.6,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2018,2018-10-04,2016-03-01,Yes,0.33,FALSE,Drought,1,2,A,0,0,0,0,710.622,806.5129999999999,849.36937895298,217,806.5129999999999,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2018,2018-10-22,2016-03-01,Yes,0.33,FALSE,Drought,1,4,A,0,0,0,0,704.925,797.611,869.1905238962173,235,797.611,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2018,2018-10-22,2016-03-01,Yes,0.33,FALSE,Drought,1,6,A,0,0,0,0,704.925,797.611,869.1905238962173,235,797.611,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2019,2019-10-23,2016-03-01,Yes,0.33,FALSE,Control,1,1,A,0,0,0,0,623.8,810.7,953.4424319267273,365,810.7,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2019,2019-10-23,2016-03-01,Yes,0.33,FALSE,Control,1,3,A,0,0,0,0,623.8,810.7,953.4424319267273,365,810.7,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2019,2019-10-23,2016-03-01,Yes,0.33,FALSE,Control,1,5,A,0,0,0,0,623.8,810.7,953.4424319267273,365,810.7,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2019,2019-10-23,2016-03-01,Yes,0.33,FALSE,Drought,1,2,A,0,0,0,0,417.94599999999997,543.169,638.8064293909072,365,543.169,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2019,2019-10-23,2016-03-01,Yes,0.33,FALSE,Drought,1,4,A,0,0,0,0,417.94599999999997,543.169,638.8064293909072,365,543.169,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
allmendo.ch,2019,2019-10-23,2016-03-01,Yes,0.33,FALSE,Drought,1,6,A,0,0,0,0,417.94599999999997,543.169,638.8064293909072,365,543.169,submitted,Allmend Ovina,NA,Yes,1 g/m2,,,,,FALSE
antelope.us,2012,2012-09-01,2016-05-01,No,0.5,TRUE,Control,NA,NA,NA,365,121,NA,0,NA,117.28026304000001,236.9993651509285,0,236.9993651509285,chirps,NA,NA,NA,NA,NA,NA,1-Oct,1-May,FALSE
antelope.us,2012,2012-09-01,2016-05-01,No,0.5,TRUE,Drought,NA,NA,NA,365,121,NA,0,NA,117.28026304000001,236.9993651509285,0,236.9993651509285,chirps,NA,NA,NA,NA,NA,NA,1-Oct,1-May,FALSE
antelope.us,2013,2013-09-01,2016-05-01,No,0.5,TRUE,Control,NA,NA,NA,365,0,0,0,NA,148.9455867,190.2036697268486,0,148.9455867,submitted,NA,NA,NA,NA,NA,NA,1-Oct,1-May,FALSE
antelope.us,2013,2013-09-01,2016-05-01,No,0.5,TRUE,Drought,NA,NA,NA,365,0,0,0,NA,148.9455867,190.2036697268486,0,148.9455867,submitted,NA,NA,NA,NA,NA,NA,1-Oct,1-May,FALSE
antelope.us,2014,2014-09-01,2016-05-01,No,0.5,TRUE,Control,NA,NA,NA,365,0,0,0,NA,214.85012331,235.5882019996643,0,214.85012331,submitted,NA,NA,NA,NA,NA,NA,1-Oct,1-May,FALSE
antelope.us,2014,2014-09-01,2016-05-01,No,0.5,TRUE,Drought,NA,NA,NA,365,0,0,0,NA,214.85012331,235.5882019996643,0,214.85012331,submitted,NA,NA,NA,NA,NA,NA,1-Oct,1-May,FALSE
antelope.us,2015,2015-09-01,2016-05-01,No,0.5,TRUE,Control,NA,NA,NA,365,0,0,0,NA,279.4000135,242.44319933652878,0,279.4000135,submitted,NA,NA,NA,NA,NA,NA,1-Oct,1-May,FALSE
antelope.us,2015,2015-09-01,2016-05-01,No,0.5,TRUE,Drought,NA,NA,NA,365,0,0,0,NA,279.4000135,242.44319933652878,0,279.4000135,submitted,NA,NA,NA,NA,NA,NA,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Control,3,1,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Control,3,2,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Control,7,7,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Control,7,8,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Control,8,9,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Control,8,10,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Control,10,13,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Control,10,14,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Drought,4,3,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Drought,4,4,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Drought,6,5,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Drought,6,6,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Drought,9,11,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Drought,9,12,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Drought,12,15,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2016,2016-09-01,2016-05-01,No,0.5,FALSE,Drought,12,16,A,121,0,61,0,102.3,298.532586,228.5311285853386,0,228.5311285853386,chirps,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Control,3,1,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Control,3,2,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Control,7,7,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Control,7,8,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Control,8,9,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Control,8,10,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Control,10,13,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Control,10,14,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Drought,4,3,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Drought,4,4,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Drought,6,5,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Drought,6,6,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Drought,9,11,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
antelope.us,2017,2017-08-27,2016-05-01,No,0.5,FALSE,Drought,9,12,A,2,0,0,0,280,312.010331988,231.09827542304993,0,312.010331988,submitted,Antelope,4,Yes,1 g/m^2,,,1-Oct,1-May,FALSE
